,text,airline_sentiment
11076,would like see similar phl,neutral
11077,thanks made safely,positive
11078,say connection good stillbut another reflight booking problem last thing need today,negative
11079,tell talk delayed flight aa tell talk u,negative
11080,holdup looking another flight,negative
11081,going take hournot okay usair okay ruining everything,negative
11082,4420 delayed,negative
11083,25 min hung always awful call reservation,negative
11084,guess take chance amp keep 50 courtesy free seems cabin always full,negative
11085,4 hour late flightr lost conection,negative
11086,heard airport closed due thick fog update,neutral
11087,15min hold reservation line embarrassing aa platinum member,negative
11088,love change lounge cheese veggie olive addition cracker snack mix,positive
11089,thanks another method also would nice appears design flaw,positive
11090,yes every one every flight like need velcro something,negative
11091,please secure footrest shelf business class a330 airplane,negative
11092,forgetting fuel realizing cargo add plane one way try mask delay,negative
11093,gate team polite plane habitually late flight many case passenger waiting flight crew,negative
11094,fuk u u airway yo shitty chicken salad sandwich overpriced u fuking make wait 6 hr layover fuk u,negative
11095,75 uncertainty know u run account u dont create policy undue penalty job reqing flexibility,negative
11096,anyway get rebook help twitter,neutral
11097,letting u go runway mechanical problem,negative
11098,wtf going 130 dc bos twice go back back gate leaving runway total b,negative
11099,moving tarmac delayed unknown reason ill keep posted,negative
11100,keep missing updated connection need make friend wedding,negative
11101,guy losing luggage suppose flight highly disappointed med clothes,negative
11102,wanted connect discus sponsorship opportunity silicon valley 10 day film festival,neutral
11103,poor excuse towards front plane sandwich pay,negative
11104,im patient im annoyed cant book travel online shouldnt make people wait phone,negative
11105,u airway csr phoenix airport fixed problem,neutral
11106,still yuma waiting 2702 go look like might miss 2696 montereyregionalairport need option please,negative
11107,“ thanks feedback alan ” thx help watch flt lve wopen seat wait 3hrs nxt flt,negative
11108,dont think u site allows unlike use u credit held,neutral
11109,lol,positive
11110,still waiting response,negative
11111,call use credit fm prev cxl tix cant rebooked onlinerep called quoted 1k higher website,negative
11112,basically stuck paying hidden fee bumped inferior flight jetblue come,negative
11113,change,neutral
11114,oh irony dog spot barking waiting area right front please send cocktail coupon stat,negative
11115,u air switching aa io app aa app much better,neutral
11116,75 change ok time r open seat earlier flt chkd bag let someone fly standby,neutral
11117,thanks gate agent state college pa able get earlier flight figure earlier connection,positive
11118,think weird mileage 666,positive
11119,flight 1783 clt bos,neutral
11120,4 kid anxious husband cant sit 4 current setup warning 6 seat changed,negative
11121,guy switched didnt inform chathes,negative
11122,worst airline everleft without luggage 7 day submit 700 expense offer refund 297,negative
11123,app bad feel bad,negative
11124,still irritated well planned booked return messed amp warning,negative
11125,99 companion ticket benefit premier world mastercard still limited usairways flight aa qualify well,neutral
11126,probably losing family world traveler customer due broken process hope fix,negative
11127,one flight though 2nd leg kid sitting scattered aircraft,neutral
11128,yes thanks never seen anything like come yuma time big disappointment 40 still waiting,negative
11129,hearing lot instead feedback get back home,negative
11130,as backwards process using credit flight even trying get hold customer relation impossible,negative
11131,destroying life eastern lively little event profit,negative
11132,5 hour cross country morning flight food,negative
11133,u airway since 03 back forth gatwick charlotte lhr bit sad nostalgic way,neutral
11134,understood sympathetic get 100 back shouldnt pay especially switched flight,negative
11135,bought ticket month ago seat together 6 havent changed flight 4 kid seat scattered plane,negative
11136,1 person check 50 people plane board 20 minute telling people exec benes honored,negative
11137,problemjust funny nice day,neutral
11138,yes travel complete flight 5095 clt cak feb 18,neutral
11139,cancelled flightled due maintenance plane 10 hour get shit together lot people unhappy,negative
11140,year every time u air something happens sat waiting rescheduled flight 10 hour say,negative
11141,switched american airline flight choice charged 50 bag thought yall merged,negative
11142,flight cost 800 happens fly problem come u 45 time,negative
11143,even airline scheming get follow obj lmaooo,neutral
11144,got philly monday got final destination south carolina wednesday acceptable,negative
11145,hour still one yuma counter,negative
11146,dm amp add upgrade list flt tonight,neutral
11147,50 people line stupid heck,negative
11148,people line waiting 55 minute customer service representative,negative
11149,feel sorry aa,negative
11150,one yuma ticket counter 30 minute 30 people line terrible service,negative
11151,“ reminder 228 ’ tweeting look 4ward follow back,neutral
11152,amazing day delayed 4 hr bc frozen h2o plane sitting gate plane 4 30 min still waiting,negative
11153,end rt reminder 228 ’ tweeting join u,neutral
11154,stuck philadelphia airport 32 hour due maintenance dreading flight back home disgusting,negative
11155,ill sincerely regret dividend mile good thing coming end,negative
11156,thanks,positive
11157,“ reminder 228 ’ tweeting join u,neutral
11158,thanks telling flight time plane broken youre inferior airline,negative
11159,know complain rt reminder 228 ’ tweeting,neutral
11160,frequent flyer mile schedule interchangeably get credit,neutral
11161,ive called resolve dividend mile issue week avail please advise asap,negative
11162,finally answered rude didnt help,negative
11163,dont leave,neutral
11164,made flight please thank crew 556 great time recovery,positive
11165,2d 3d embossed badge patch superior one currently using,neutral
11166,far good week sav clt boarded departure time first time 4 week perhaps time departure,positive
11167,accurate safety guide shown mp3 player usage takeoff landing,neutral
11168,ive hold 36 min counting cause charged credit card bag provided receipt said error awful,negative
11169,party 4 booked flight aug 1005am find much would cost change earlier fl,neutral
11170,1917 still sitting feel badly handled,negative
11171,lilly sju check fabulous,positive
11172,hold two hour got hung oh god,negative
11173,phone hold 30 min trying speak agent cant change reservation online sigh,negative
11174,thats thank,positive
11175,ive music hold hour trying get aadvantage membership merged someone please call asap,negative
11176,flight full 1 open middle seat want sit policy,neutral
11177,657 daughter candice together baby,neutral
11178,sorry meant flight 4420 supposed depart 500 say 630 issue,negative
11179,moving seat bought 4 month ago happens far often,negative
11180,could change name dothatd awesome also plane smell like onion ring,negative
11181,every day,positive
11182,whats issue flight 4420 jax delayed tonight,negative
11183,got rebooked sent a9 wrong gate traveled back b13 correct flight ampfrustrated,negative
11184,youve got room earlier flight home charge 75 get hero,neutral
11185,question lady behave,neutral
11186,dl send ethan new pant white revive laundry tab he great guy good crew he err single,positive
11187,update flight 1917 philly la sitting gate close 2 hour,negative
11188,price honored ive waited 1 12 hour hold make sure still get price originally started,negative
11189,thank refunding bag fee look forward return today hope,positive
11190,whats happening 1217 phl lax 3 hr delay poor communication,negative
11191,stuck phx overnight service getting worse flying southwest,negative
11192,left u stay flight got bag suck run baby bag,negative
11193,passed frustrated 4 hour ago asked get first plane sat hour,negative
11194,thank,positive
11195,another bad experience today frozen pipe 597 missing connection,negative
11196,course yeah travel gotten harder ask passenger switch fact attitude,negative
11197,sky r sunny air cold cant wait get,neutral
11198,never imagined would hard spend money u air stubbornly hoping someone come back phone,negative
11199,found great price thru u air honeymoon website wont work hold hour told 10 min,negative
11200,flight phf clt terminal cant get plane yet need get iah flight,negative
11201,hold two seat 1135 flight phx la 1856 delayed flight 556 going arrive ontime,negative
11202,im chairman 1st class flight today system cancelled flightled ticket kicked 1st,negative
11203,ive hold 40 minute get receipt know guy busy think time higher staff,negative
11204,1917 thanks 5 hour layover la icing cake least staff courteous helpful,positive
11205,yeah expecting 3 hour,negative
11206,wish flying cancelled flightled flight tomorrow never notified u,negative
11207,502 mphx im still plane waiting waiting,negative
11208,im trying merge freq flyer accts keep getting error message machine calling provided help,negative
11209,hold captain late flighthis bag doesnt fit,negative
11210,thats,negative
11211,thanks slowing inbound plane didnt need worry 4438 eyw late flight great holz ahead cheer,positive
11212,turn seat cushion clean area please explain issue,negative
11213,booked seat ended last row labeled occupy play musical chair 30 min unacceptable,negative
11214,phone support rebooked orig flt late flight made,negative
11215,kudos phone support charlotte gate staff,positive
11216,let say directly correlate flightd chance replacement case know would cost airline le,negative
11217,afternoon conference la vega would rather plan ahead run thru airport attempt,negative
11218,try stuck tarmac waiting gate may miss 925 connection,negative
11219,thought moving lot business first impression count glad mile cash,negative
11220,chance making,neutral
11221,flight 556 delayed help flight 561 help via email,negative
11222,hey letting know youre worst fucking service ive ever used thanks nothing,negative
11223,flight u 723 passing 20000 ft morning,neutral
11224,ok worried something wrong flight consider flying earlier,neutral
11225,part 2 2 tried calling cust serv system hung twice system issue please advise,negative
11226,wife trying check flight tonight rswwebsite allowing saying must go airport part 1 2,negative
11227,lol thanks switch american,negative
11228,preciate cant get plane speak w agent wont come plane 5015 knoxville,negative
11229,good ideasshe traveling todayat airport need petition faa regarding silly 24 name change rule,neutral
11230,re went maiden namemarried 50no doc maiden name hence problem,neutral
11231,called reservation cannot change able put note re problem tsa,negative
11232,im delayed tys likely gonna miss connection clt cun gotta get today help,negative
11233,plz plz plz hold 4438 eyw 810 phl gtclt sooo late flight gonna miss connection 40th,negative
11234,btw upset usaiways promise,neutral
11235,hate,negative
11236,passenger maiden name ended last name online flight booking problem yes understand non transferable,negative
11237,understood u airway getting tsa problem,negative
11238,paid seat expect able use full seat,negative
11239,passenger large put armrest using part seat recourse,negative
11240,told coded upgrade clearly purchased seat mile refuse downgrade,negative
11241,gate agent said booked full sorry ticket 1st class seat call customer service land,negative
11242,empty 1st class chairman cant move due 2 silly award travel rule trumping common sense customer service fail,negative
11243,change correct last name via reservation already said cant change ticket name,neutral
11244,youre airline thats open sooner confidence booster,negative
11245,checked last night airport supervisor w boarding pas 1a boarding today seat changed 7f happen,negative
11246,new problemhad wrong last name reservation airway fixed new cant get tsa,negative
11247,cardholder flying u airway advantage card frustrating,negative
11248,received brochure mail touting benefit advantage card usa mergedbaggage included,neutral
11249,paid ticket advantage world executive card pay baggage fee flying u airway wife traveling,neutral
11250,worst trip little customer service,negative
11251,testing patience evening shall say morning waited hour gate find gate agent 130am,negative
11252,flying manchester international philadelphia getting email delay information connecting flight,negative
11253,thank 3860 cincyjust landedyou add frequent flyer mile account long incredibly frustrating day,negative
11254,credit card statement received anything way look,negative
11255,waited hold long shouldnt wait hold forever never received confirm 1st place,negative
11256,dealing w solve probs team created manch nh staff clearly cteam btw,negative
11257,,positive
11258,unfortunately doubt consistently subpar service improve merger,negative
11259,thank filled claim hope bag tomorrow,positive
11260,didnt cancelled flight flight loved another flight forgot bag,negative
11261,done,positive
11262,told ticket expired never recvd notice expired sucksi paid 40k mile amp 125 tckt,negative
11263,captain flight 1712 phxphl 355 tonight hilarious greeting pointy end airplane haha thanks,positive
11264,noticed dont believe saw confirmation flight bought week ago def paid though,neutral
11265,worst customer service still providing answer even drove back clt airport rude amp unacceptable,negative
11266,plan support board usairways mc would nice still use forget card,neutral
11267,got phone usair cancelled flightled return flight missed flight way took care,neutral
11268,run patience sitting bus without air front plane communication anyone 40min,negative
11269,3 delay 2 cancelled flightlations double layover 72 hour late flightrcould least get extra dividend mile,negative
11270,“ appreciate roberto dm confirmation code forward kind word ” sent,neutral
11271,didnt take original flight suppose arrive last night 200pm today didnt get til 5,negative
11272,sitting 30 minute runway dca gate full early landing late flight flight,negative
11273,let u plane please go gate absurd,negative
11274,get full amount credited account u airway credit,neutral
11275,2 trip row missing luggage like last time pay baggage transported,negative
11276,lost luggage,negative
11277,found flight want aa advantage applicable earn mile since youre merging,neutral
11278,really frustrating endlessly waiting phl ground crew taxi u 10pm night taking long,negative
11279,thanks calling 1000p redirected flight 1007p,negative
11280,bad customer service experience help,negative
11281,trying reach dividend mile extend ticket last 3 day 20 call get message call back,negative
11282,really,neutral
11283,airline misplace airline attendant reagan airport since 1pm1015 cincy delayed trying find,negative
11284,flight finally arrived charlotte booked luggage thru lga room flight mess,negative
11285,hold hour still dont know bag wont refund flight wasnt weather,negative
11286,,negative
11287,wife flight change due weather cant checkin return flight fails possible usair cancelled flightled,negative
11288,thank fixing 5 hour delay,positive
11289,yup 134 minute limit waiting hold thanks nothing,negative
11290,patience acceptable,negative
11291,please follow dm something,neutral
11292,4 flight 48hrs amp ive flight attendant 3 flight freaky coincidence plus side shes great,positive
11293,landed safely everything worked,positive
11294,explain hold hour im dumb using different airline,negative
11295,used evening flight dcadsm early return middle work day inconvenient,negative
11296,delay max,negative
11297,sunday cant wait see,positive
11298,well trying make,negative
11299,shouldnt take longer get gate flight take 59 minute flying time 47 minute runway far,negative
11300,attempting ckin flight 219 day site unable retrieve detail called twice disconnected,negative
11301,emailed week ago still nothing,negative
11302,would willing pay anything change flight help,negative
11303,yeah guy told call website booked booked website unacceptable,negative
11304,still waiting captain report he called 6 time get ground crewand still sitting runway flightr,negative
11305,real mvp holding flight connecting philly tampa,negative
11306,finally rectified flight situation thanks,positive
11307,difference cancelled flighting reflight booking problem help avoid change fee,neutral
11308,time today phl nice work,positive
11309,likely lost business terrible experience many time stuck tarmac last min cancelled flightled flight,negative
11310,day cant find bag anywhere bc theyre saying never scanned amp technically never left lax,negative
11311,ground crew dca already late flight arriving flightr,negative
11312,told tough break unacceptable cant even tell bag,negative
11313,ice cream front solid,positive
11314,shout pilot fc attendanteliz u 673 super strong crosswind landing eliz super job throughout,positive
11315,telling dont correct tag luggage luggage apparently la charlotte ok,negative
11316,software broken call customer support fix like said earlier yell developer,negative
11317,double booked spoke c weve got plan fix still amateur mistake never happen,negative
11318,nothing done online help bought birthday present trying able afford change,neutral
11319,hey guy due horrible customer service issue way get checked bag credit,negative
11320,delayed 2 day weather top got yelled late flight notified time change,negative
11321,great experience first time flying u airway going forward ill probably taking business elsewhere,negative
11322,loosing lot business using barclays cant believe cant apply card live iowa,negative
11323,accommodated dsm flight tonight delay myrtle beach flight dsm back tonight,negative
11324,far ive gotten six different answer,negative
11325,oh certainly two 275 pending transaction bank account really happy charged double,negative
11326,got email asking checkin tmrw flight meant book 319 someone please help,neutral
11327,whats going ive hearing notfriendly please wait repeat im hold transferred idk,negative
11328,captain turned seat belt sign people get walk around thats good,negative
11329,im sorry well 24 hr without bag cant get straight answer im call today,negative
11330,yall need work online checkout system two bank transaction one ticket bush league yell devs,negative
11331,wish way there problem wdeicingthree amp 12 hour delay far amp sill sure well taking,negative
11332,could ran usexpresspsa worth damn wouldnt stuck horrible clt,negative
11333,run piece shit airline thanks ruining aa,negative
11334,“ appreciate roberto dm confirmation code forward ur kind word ” confirmation code,negative
11335,finally back board door closed reopened need fuel think someone wd thought earlier,negative
11336,secondary screening piece plane missing anything want tell u,negative
11337,sitting tarmac 30 min announcement sitting,negative
11338,tsa precheck isnt showing boarding pas flight tomorrowhelp,neutral
11339,appreciate actually monitor twitter please pas along feedback ive tried calling 15 time 4 day,negative
11340,cant help frustrated hour call u end disconnection answer especially div pref member,negative
11341,dont think ive ever u airway flight went smoothly,negative
11342,please improve phone system going multiple prompt amp menu told call back late flightr major fail,negative
11343,service leaf lot desired flight 5141 early short staffing mean wait tarmacthanks,negative
11344,late flightr flight charleston leaving flight scheduled earlier thats wrong,negative
11345,im delayed cha miss connection charlotte lga good,negative
11346,added seven hour day far want take odds bag carousel kc,negative
11347,missed uncle funeral hope find another flight thats considerate,negative
11348,last flight cancelled flightled im disappointed,negative
11349,lost faithful customer,negative
11350,3 time one able help,negative
11351,marsha myrtle beach greatest deserves respect praise,positive
11352,seriously attendant go awol 60 min flight delayed dont lite match either,negative
11353,joined silver preferred heard customer service great pity misguided,negative
11354,bad practice disappointed airline preparedhonestly last time fly guy,negative
11355,well worthless regular service bunch nothing idiot,negative
11356,change well late flightr find flight scheduled isnt ready,negative
11357,3 cancelled flightlations delay causing miss connecting flight another night home thanks,negative
11358,thats understandable issue creating new flight without personnel iti changed plan accommodate,negative
11359,thanks need locate luggage,negative
11360,havent departed yet let get high hope everything schedule far,positive
11361,thanks showing interest 3880 greenville sc,negative
11362,app suck ball compared,negative
11363,flight late flight getting charlotte miss connector phoenix thanks last time ever fly usair,negative
11364,thanks suggestion stop promo message bit run music amp msg say call volume high,neutral
11365,admiral club clt rude ignorant front desk staff fallen farthanks doug parker,negative
11366,clt jfk nasty plane dirty seat amp floor rude flight attendant hopefully aa get cleaned,negative
11367,paid ticket 13th still say pending normal want money account,negative
11368,ok thank told ground delay due snow,positive
11369,made cancelled flight car reservation came moneywhy reschedule time without crew,negative
11370,flight cancelled flightled yesterday moved today stop dc flight delayed due lack crew us4485,negative
11371,looking forward friend family time arizona,neutral
11372,dont think already said one responds auto response wait auto response,negative
11373,first class way headed,positive
11374,started trying reach real person hour ago still luck,negative
11375,us2118 wife boston say snow right,negative
11376,tried call customer service line kept que 45 min please hold dont care,negative
11377,see lie auto respond insulting email,negative
11378,pple great job w madness however system need help appreciate hard work amp push b better,positive
11379,thanks giving away seat another fine job,positive
11380,stuck plane due snow boston actually snowing boston usair flight 2218,negative
11381,ive waiting desk 45 hold 36min countingphoto desk agent phone flattering,negative
11382,thanks,positive
11383,cancelled flighted flight 5 time past 3 daysand experience worstnever,negative
11384,thanks betty working gate ilm lovely gate agent clt helping get home 2 phx tonight instead tomorrow,positive
11385,flight saturday mci clt there heavy snow predicted mci u allow change,neutral
11386,realize weather day day flight keep getting cancelled flighted please prioritize ur passenger help,negative
11387,help get response,negative
11388,team back home luggage wet partly damaged happy,negative
11389,surprisingly quick response time thanks,positive
11390,stop cancelled flighting flight provide real help customer,negative
11391,strike againlost bag two,negative
11392,2 cancelled flight trip la bc weather easy u air making pay 200 use credit never,negative
11393,whats point baggage claim ticket dont scan tracking,negative
11394,access dividend mile week automated phone keep telling call back late flightr,negative
11395,cant even track bag see like disappeared,negative
11396,cant get ahold anyone speak missing mile month since travel amp ive submitted twice online,negative
11397,sitting plane 40 minute saying another 15 minute something paper work suck,negative
11398,gonna better day call ive called 3 separate occasion past couple week never get person,negative
11399,spent room amp transportation whole flight,negative
11400,ask reimbursement maybe mile added account inconvenience money spend,negative
11401,asked reimbursement something like mile added account told call customer service,negative
11402,come home day late flight find guy lost luggage,negative
11403,doubt gate 35x cluster every agent encounter saw including one outright rude put,negative
11404,spend cost flight get free room transportation airport,negative
11405,voucher give u hotel useless call number say room available expect,negative
11406,mad cant even believe guy cancelled flight connecting flight leave first stop amp give useless hotel voucher,negative
11407,priority made considering pending snow storm delay flight hour amp half id like answer,negative
11408,experienced defines customer service flight attendant willing follow passenger bag charge,negative
11409,ive done everything still luck finding bag dont understand bag could misplaced upsetting,negative
11410,’ q thanks wondering ’ one disguised call,negative
11411,turn difficulty past loyal customer aa platinum flyer usair couldnt unhelpful,negative
11412,yes nvr fly w missed con flight bc coffeemaker ft1892 couldnt see father be4 put coma,negative
11413,40 minute put tsa number … 40 min … stop holding people hostage requiring dividend mile acct,negative
11414,would go though entire process get people phone,negative
11415,really mean,negative
11416,thanks help remind agent ok p heard rumor streaming wifi tvmovie service might installing,positive
11417,nope done supposed get home 9pm didnt get home midnight,negative
11418,way assist actually answer phone,negative
11419,would kill give 3060 second bad muzak instead constant commercial hold,negative
11420,would kill let put tsaprecheck number reservation,negative
11421,would kill let 3000 mile expire,negative
11422,would kill let know many minute might hold,negative
11423,100 totaled happy,negative
11424,sent letter letter get back nothing form letter half baked reply,negative
11425,least comforting thing pilot sitting stationary plane 3 hour dont really know happened,negative
11426,thanks,positive
11427,number 2147251966 cant waitlol,negative
11428,call cant wait see anything happens service really suck,negative
11429,also appreciated hashtag,positive
11430,hate delay tried although sure timbit,negative
11431,big fail curbside baggage pittsburgh charge 30 dollar bag,negative
11432,possible earn dividend mile passenger even purchasing ticket,neutral
11433,hope thank help traveled halfway across globe want suitcase,negative
11434,would consider honoring original fare price try flight booking problem ticket,negative
11435,booked award ticket recently ticket le mile contact without using online form phone,negative
11436,best follow please,positive
11437,would pleased reassess business practice goal passenger plane little possible,negative
11438,thats ok know ill likely never book,negative
11439,followed complaint procedure get run around service suck,negative
11440,dont mind waiting mind waiting plane shouldnt airport room know food,negative
11441,appreciated however system tell call back late flightr end call need reply thanks,negative
11442,would board ppl plane b4 turn deice would ppl wait hour long process,negative
11443,tried using twitter also gave helpful information thank anyway,negative
11444,sure sincere apology disappointing customer perspective want loyal customer,negative
11445,yeah know thatbut ill spend almost 500 dollar ticket since price gone week,negative
11446,yeah either refunding money 2 free round trip compensate trouble put,negative
11447,incompetent airline every day day end,negative
11448,isnt ticket numberthe transaction still pending,negative
11449,family longer get early boarding young kid american new parent give u,negative
11450,patient originally 1151 441,negative
11451,agent say,negative
11452,could laguardia jfk charlotte idea tho,negative
11453,said meal flight would airline serf food anymore update policy,negative
11454,2nd person called ask could catch name rejected request,negative
11455,must nice take customer service phone hook,negative
11456,link broken online baggage locator already tried gave useful information,negative
11457,spoke phone 3 4 time resolution im still waiting get money back price jacked,negative
11458,thanks reaching gold div 2k424j0 flight changed confirmation dnx 58v,positive
11459,stranded philly cant get meal voucher even though plane mechanical issue next flight 10 hr,negative
11460,hold hourconnected wrong department automated systemtransferred another 45 min amp counting,negative
11461,yes flight attendant wonderful btw secured tray table flailing,positive
11462,link doesnt work ive tried tracking bag several time still doesnt clarify,negative
11463,thanks seating next 2 hot athlete flight significantly better,positive
11464,thank way get bag thanks number,positive
11465,give stand seat ticketed passenger know connecting flight,neutral
11466,would guy please send service agent gate b15 philly people missed connection there 2,negative
11467,spend 1 hour hold,negative
11468,would flight arrive late flight leave 60 passenger connection,negative
11469,last 2 time checked bag severally damaged one answer baggage call line status,negative
11470,crazy havent spoken human yet better way,negative
11471,get assistance flight plane landed hpn connection atl,neutral
11472,got home 30 hour supposed living airport offered monetary assistance,negative
11473,ive trying day dont get hung get prompt,negative
11474,option call back im sitting burning minute waiting error fixed,negative
11475,2 day 2 hour hold day charge double flight cant even fix worst service ive ever,negative
11476,ive trying call day every time system overloaded disconnect really global company help,negative
11477,also family crisis amp charge full price flight plus 200 2 change flight even emergency,negative
11478,wheres apology,negative
11479,thank sad couldnt talk 2 real person amp kept getting disconnected automated msg,negative
11480,flight today showing time online able check called amp told cancelled flightled put hold hr ago help,negative
11481,new tag line got alive,negative
11482,2 day row call still cant get anyone phone actually employee,negative
11483,announced people going fl via charlotte would go different plane amp gate direct flight,neutral
11484,realized advantage number wasnt used flight get ff mile,neutral
11485,company see passenger customer,negative
11486,way someone contact agent available need help flight booking problem award flight,negative
11487,flight delayed 5 hour reason given sure love flying airline,negative
11488,got home need bag direct desk number savannah,negative
11489,hope last spoke baggage team werent sure city bag,negative
11490,thank busy time,positive
11491,flight delayed rerouted much sorry inconvenience checkin agent,negative
11492,90 min delay thanks maintenance issue thanks wasting day,negative
11493,one complain much really 1 hour 15minutes still nothing agent agent,negative
11494,thanks,positive
11495,thanks crappy hotel food taxi bill followed standby cancelled flightlation,negative
11496,confirm havent charged,neutral
11497,hey booked flight isabelle gramp boston lax said charged credit card transaction didnt go,negative
11498,amazing follow back please,positive
11499,ive hold divident mile service desk 45 minute thats hung first time,negative
11500,useless airway day 2 trying get home standby result cancelled flightlation,negative
11501,vacation get cancelled flightled hold 40 minute still havent talked anyone,negative
11502,response 34 day thanks,negative
11503,never travel insanity storm inevitable making u hold add lap child,negative
11504,word flight 1748 getting dfw near future stuck plane gate hour,negative
11505,thanks much,positive
11506,recently moved got new license booked flight month ago used old license need change,neutral
11507,systemic problem mail come 15369214203 usairways spf record disallows dm detail,neutral
11508,little help u husband hold hour something take 5 minute complete,negative
11509,recently moved got new license booked flight month ago used old license need change,neutral
11510,might need plane get somewhere remember arent choice,negative
11511,still cant get travel 2 day,negative
11512,spf record error causing email noreplycom go spam filter dns admin need fix,negative
11513,best follow please,positive
11514,seat next 19b flight 1943 seattle tray table falling,negative
11515,2nd time occurred 3 week im patient choice issue,negative
11516,vacation budget blown bc lack communication usairways never use refer anyone,negative
11517,credit bank account two day work ive missed cancelled flightlations,negative
11518,dont need rebook need know policy,negative
11519,reflight booking problem necessary cant afford deal kind unprofessionalism would however like type credit,negative
11520,odds get flight delta actually get orlando today flight,neutral
11521,standing one saying anything ill likely missing flight bwi,negative
11522,long take receive ticket itin booked via u flight,neutral
11523,useless tweet ive ever seen,negative
11524,got worst service ive ever seen airline 3 cancelled flightled flight rude employee currently flight delayed,negative
11525,youre going make wait long phone line help thats part problem,negative
11526,2 hr cant wait anymore 2 hr nothing,negative
11527,ive called 3 day cant get thru secret method use doesnt result hanging,negative
11528,policy changing flight different date flight delayed,negative
11529,checked online tomorrow flight thought get auto upgrade already got email saying seat,neutral
11530,last name pordes,neutral
11531,tell reservation rebook 5080 5129,neutral
11532,arent twitter reservation connected people want reservation duh,negative
11533,still air deicing plane ill miss connect customer service helpfulim hoping catch next flight,positive
11534,trying go nashville london idea would good time fly nashville right,neutral
11535,really,negative
11536,push rebook 800 number,negative
11537,tell flight clt srq 5080 wait,negative
11538,lost bag baggage handler broke open bag stole camera,negative
11539,empty first class seat flight check wouldnt automatically upgraded,neutral
11540,grade trip flight timeliness cancelled flightations customer service flight attendant,negative
11541,thanks mean lot verbally cussed charged extra bag amp told dont feel like dealing,negative
11542,stuck cae need reflight booking problem next flight possibly dm info,negative
11543,useless amp rude employee ever philadelphia airport never fly,negative
11544,work hard making sure thing flow smoothly keeping positive,positive
11545,boarding yet depart thanks response,positive
11546,totally understand weather frustrated thanks,positive
11547,tell get please,negative
11548,really needed back home yesterday work 9am today plane sitting hour,negative
11549,gate agent working everyone resolve connecting flight issue concern,negative
11550,5534 thats flight placed original flight charlotte cancelled flightled 5534 1hr delay,negative
11551,thx gate agt john pascucci finding u flight clt pvd original one cancelled flightled,positive
11552,1st reaccommodation delayed flight one amp gate agent still hasnt mumbled word folk getting anxious,negative
11553,best follow please,positive
11554,please dont go check process us absolute disaster,negative
11555,phone talk real person,negative
11556,4 week since took money left u stranded 9 hour home rent car still helped u,negative
11557,gave,negative
11558,ive hold one hour four minute reservation line possibly business way,negative
11559,lack communication office customer amp yall never update ur system u guy 2 established 4 mess,negative
11560,u guy get much many customer fucking badly u,negative
11561,provides best logistics experience people india,positive
11562,last night charlotte nc im seriously debating never flying 50 minute tarmac connection leaf,negative
11563,hi could protect u 445 case still ground checked luggage still chance make original,neutral
11564,great still help,negative
11565,hope weather delay help reroute lodging non stop way go,negative
11566,didnt reroute bos jax via dca clt instead forcing overnight,negative
11567,appreciate hard work still gave gthour,negative
11568,luggage delayed im looking compensation since know charged forgot,negative
11569,stranded cold texas getting sick overbooked flight gave seat away,negative
11570,worst experience ever unable 2 help phone told last min cabin crew unavailable flight never,negative
11571,thanks “ weather disruption caused crew run late flight sorry delay flight ”,negative
11572,325 minute delay absurd feel free provide credit,negative
11573,fuck,negative
11574,even dime free ticket,negative
11575,disappointment making arrangement amp sleeping toddler zero assistance usair maddening,negative
11576,thank,neutral
11577,thanks see agent unhelpful got voucher others unexplained reason,negative
11578,25 min scheduled departure still sitting terminal communication would lovely,negative
11579,day disaster rude employee help amp hotel flying amp fly alot dallasraisenow,negative
11580,traveling 2 year old would appreciate holding end good business hosting u unanticipated layover,negative
11581,missed flight connection due flight attendant delay yet voucher part,negative
11582,course never tho thanks tweetin ur concern doin anythin fix happened ill choose wiser next time,negative
11583,absolutely knew would try blame weather deny u voucher phoenix totally false crew issue,negative
11584,half inch snow charlotte,negative
11585,phone look like global,neutral
11586,already filed report personally airport however idea even tracking number,negative
11587,already called option flight reimbursed never unreliable business traveler,negative
11588,saving grace flight attendant dallas amazing wish would transfer delta would see,negative
11589,link lead website wont open cell phone good job shocking airline folding,negative
11590,flight us558 got cancelled flightled 216 due lack flight crewi told id reimbursed hotel contact,negative
11591,need apology unfortunate situation date ive landed suppose land 5,negative
11592,45 minute mean public transit home expensive cab promise doesnt make,negative
11593,sister supposed leave 10 go back al shes getting nc kidding,negative
11594,really drunk someone stop serving,negative
11595,best airway follow please,positive
11596,5 hr flight delay delay land even real life get plane wanna go home 3 heel click,negative
11597,flt 4439 ground dont gate u dca happening,negative
11598,shout redheaded gate agent flt 3389 dca chs 710 tonight didnt get name great,positive
11599,im sick living airport,negative
11600,jfk baggage office actually run paper hotel voucher,negative
11601,dude named shaquille desk charlotte incredibly professional helpful v crazy angry people tonight,positive
11602,really u gave 6 scotch rock control drunk would let sister change seat grouping,negative
11603,awesome usair tysvm lt3,positive
11604,thank,positive
11605,would lovely great people working organization,positive
11606,jfk baggage office open help rebook u cancelled flightled flight 3121 dca shameful,negative
11607,hey let flight 1874get gate hour late flight fate dozen kid board,negative
11608,,neutral
11609,flight update doesnt help waiting 20 min arrival waiting plane leave gate write,negative
